company_name,dapp_name,Vulnerability,swc_type,granularity,location,vulnerable_link
openzeppelin,Recoverable_Wallet,uint256/uint16 type mismatch,not_swc,,,
openzeppelin,Recoverable_Wallet,Mixed usage of the recovery and ownership transfer systems,not_swc,,,
openzeppelin,Recoverable_Wallet,Obscure error message provided upon contract creation failure,not_swc,,,
openzeppelin,Recoverable_Wallet,Unnecessary call to reset_recovery() in constructor,Code With No Effects,Line Level,80,https://github.com/Zoltu/recoverable-wallet/blob/2207f5a7cc3b2607f7f97a769fbca7fe9235952b/contracts/source/recoverable-wallet.sol#80
openzeppelin,Recoverable_Wallet,Duplicate code in the finish_recovery() function,Code With No Effects,Line Level,119,https://github.com/Zoltu/recoverable-wallet/blob/2207f5a7cc3b2607f7f97a769fbca7fe9235952b/contracts/source/recoverable-wallet.sol#119
openzeppelin,Recoverable_Wallet,False comment in the start_recovery() function,not_swc,,,
openzeppelin,Recoverable_Wallet,Ownership transfer can be started while another is underway,not_swc,,,
openzeppelin,Recoverable_Wallet,Ownership transfer can be cancelled before one is underway,Transaction Order Dependence,Function Level,44-48,https://github.com/Zoltu/recoverable-wallet/blob/2207f5a7cc3b2607f7f97a769fbca7fe9235952b/contracts/source/recoverable-wallet.sol#44-48
openzeppelin,Recoverable_Wallet,Overloaded functionality of the start_recovery() function,not_swc,,,
openzeppelin,UMA,Bond penalty may not apply,not_swc,,,
openzeppelin,UMA,Lack of event emission after sensitive actions,not_swc,,,
openzeppelin,UMA,Functions with unexpected side-effects,not_swc,,,
openzeppelin,UMA,Long and complex functions,not_swc,,,
openzeppelin,UMA,Complex Repay Function,not_swc,,,
openzeppelin,UMA,Current config not updated,not_swc,,,
openzeppelin,UMA,Emergency shutdown defined at the wrong level,Incorrect Inheritance Order,Function Level,508-516,https://github.com/UMAprotocol/protocol/blob/c452750a073488aa9b7caa86bb6206396412dcf9/packages/core/contracts/financial-templates/perpetual-multiparty/PerpetualPositionManager.sol#L508-L516
openzeppelin,UMA,Event missing emit keyword,not_swc,,,
openzeppelin,UMA,Inconsistent hasPrice determination,not_swc,,,
openzeppelin,UMA,Incorrect error message,not_swc,,,
openzeppelin,UMA,Misleading comments,not_swc,,,
openzeppelin,UMA,Missing NatSpec comments,not_swc,,,
openzeppelin,UMA,Functions not failing early,not_swc,,,
openzeppelin,UMA,Propose or Dispute a price from the zero address,not_swc,,,
openzeppelin,UMA,Mixed testing and production code,not_swc,,,
openzeppelin,UMA,Approximate compounding,not_swc,,,
openzeppelin,UMA,Consider ERC777 tokens,not_swc,,,
openzeppelin,UMA,Incorrect filename,not_swc,,,
openzeppelin,UMA,Naming issues hinder code understanding and readability,not_swc,,,
openzeppelin,UMA,Not using the immutable keyword,Outdated Compiler Version,Line Level,95,https://github.com/UMAprotocol/protocol/blob/1631ef7ad29aaeba756ef3b9a01c667e1343df85/packages/core/contracts/financial-templates/perpetual-multiparty/PerpetualLiquidatable.sol#L95
openzeppelin,UMA,Redundant code and unnecessary complex calculations,Code With No Effects,Line Level,494,https://github.com/UMAprotocol/protocol/blob/1631ef7ad29aaeba756ef3b9a01c667e1343df85/packages/core/contracts/oracle/implementation/OptimisticOracle.sol#L494
openzeppelin,UMA,TODOs in code,not_swc,,,
openzeppelin,UMA,Typographical errors,not_swc,,,
openzeppelin,UMA,Unnecessary imports,Code With No Effects,Line Level,16,https://github.com/UMAprotocol/protocol/blob/1631ef7ad29aaeba756ef3b9a01c667e1343df85/packages/core/contracts/financial-templates/perpetual-multiparty/PerpetualPositionManager.sol#L16
openzeppelin,UMA,Unnecessary type cast,Code With No Effects,Line Level,102,https://github.com/UMAprotocol/protocol/blob/1631ef7ad29aaeba756ef3b9a01c667e1343df85/packages/core/contracts/financial-templates/perpetual-multiparty/PerpetualCreator.sol#L102
openzeppelin,WeTrust_ROSCA_contract_code,Use safe math,Integer Overflow and Underflow,Subcontract Level,1-537,https://github.com/WeTrustPlatform/rosca-contracts/blob/2af29be97d529488f5488fe0592f9e6b3585254f/contracts/ROSCA.sol
openzeppelin,WeTrust_ROSCA_contract_code,Be careful with integer division,Code With No Effects,Line Level,288、316、341、381、389,https://github.com/WeTrustPlatform/rosca-contracts/blob/2af29be97d529488f5488fe0592f9e6b3585254f/contracts/ROSCA.sol
openzeppelin,WeTrust_ROSCA_contract_code,Use of send,not_swc,,,
openzeppelin,WeTrust_ROSCA_contract_code,Usage of magic constants,not_swc,,,
openzeppelin,WeTrust_ROSCA_contract_code,Bug Bounty,not_swc,,,
openzeppelin,WeTrust_ROSCA_contract_code,totalFees will always be 0 on LogFundsWithdrawal,Code With No Effects,Line Level,495、502,https://github.com/WeTrustPlatform/rosca-contracts/blob/2af29be97d529488f5488fe0592f9e6b3585254f/contracts/ROSCA.sol
openzeppelin,WeTrust_ROSCA_contract_code,Naming suggestions,not_swc,,,
openzeppelin,WeTrust_ROSCA_contract_code,Timestamp usage,Block values as a proxy for time,Line Level,198、230、258、470,https://github.com/WeTrustPlatform/rosca-contracts/blob/2af29be97d529488f5488fe0592f9e6b3585254f/contracts/ROSCA.sol
openzeppelin,WeTrust_ROSCA_contract_code,Avoid duplicated code,Code With No Effects,Function Level,"441-451, 406-418",https://github.com/WeTrustPlatform/rosca-contracts/blob/2af29be97d529488f5488fe0592f9e6b3585254f/contracts/ROSCA.sol#L441
openzeppelin,WeTrust_ROSCA_contract_code,Use latest version of Solidity,Outdated Compiler Version,Subcontract Level,1-537,https://github.com/WeTrustPlatform/rosca-contracts/blob/2af29be97d529488f5488fe0592f9e6b3585254f/contracts/ROSCA.sol
Quantstamp,Merit Circle,Write to Arbitrary Storage Location,not_swc,,,
Quantstamp,Merit Circle,Use of Insecure Casting Operations,Integer Overflow and Underflow,Function Level,50-53，55-58,https://github.com/Merit-Circle/merit-liquidity-mining/blob/f558820be3da400638eb3a978245cdb126367ac4/contracts/base/BasePool.sol
Quantstamp,Merit Circle,Unchecked Return Values,Unchecked Call Return Value,Line Level,62， 116， 129， 122,https://github.com/Merit-Circle/merit-liquidity-mining/blob/f558820be3da400638eb3a978245cdb126367ac4/contracts/LiquidityMiningManager.sol
Quantstamp,Merit Circle,Unchecked Return Values,Unchecked Call Return Value,Line Level,25,https://github.com/Merit-Circle/merit-liquidity-mining/blob/f558820be3da400638eb3a978245cdb126367ac4/contracts/base/TokenSaver.sol
Quantstamp,Merit Circle,Unchecked Return Values,Unchecked Call Return Value,Line Level,"81, 42",https://github.com/Merit-Circle/merit-liquidity-mining/blob/f558820be3da400638eb3a978245cdb126367ac4/contracts/base/BasePool.sol
Quantstamp,Merit Circle,Flash Loan Vulnerability,not_swc,,,
Quantstamp,Merit Circle,Maximum Approve,not_swc,,,
Quantstamp,Merit Circle,Unlocked Pragma,Floating Pragma,Contract Level,all,
Quantstamp,Merit Circle,Privileged Roles and Ownership,not_swc,,,
Quantstamp,Merit Circle,Missing Input Validation,not_swc,,,
Quantstamp,Merit Circle,Events Not Emitted on State Change,not_swc,,,
Quantstamp,Merit Circle,View.fetchData() Always Calling getMultiplier(0),not_swc,,,
Quantstamp,Merit Circle,Gas Costs for Processing Arrays Could be Prohibitive,DoS With Block Gas Limit,Function Level,45-82,https://github.com/Merit-Circle/merit-liquidity-mining/blob/f558820be3da400638eb3a978245cdb126367ac4/contracts/View.sol
Quantstamp,Merit Circle,Gas Costs for Processing Arrays Could be Prohibitive,DoS With Block Gas Limit,Function Level,"110-142, 144-146",https://github.com/Merit-Circle/merit-liquidity-mining/blob/f558820be3da400638eb3a978245cdb126367ac4/contracts/LiquidityMiningManager.sol
Quantstamp,Merit Circle,Gas Costs for Processing Arrays Could be Prohibitive,DoS With Block Gas Limit,Function Level,90-94,https://github.com/Merit-Circle/merit-liquidity-mining/blob/f558820be3da400638eb3a978245cdb126367ac4/contracts/TimeLockPool.sol
Quantstamp,Merit Circle,Ignored Failed Transaction,not_swc,,,
Quantstamp,MetaVault V2,Curve 3pool Imbalance Attack,not_swc,,,
Quantstamp,MetaVault V2,Integer Overflow/ Underflow,Integer Overflow and Underflow,Function Level,486-506,https://github.com/yaxis-project/metavault/blob/9b939f8bee13109d9d04fac3171ec4d14ed9722b/contracts/metavault/controllers/StrategyControllerV2.sol#L486-L506
Quantstamp,MetaVault V2,Strategy caps are not always enforced,not_swc,,,
Quantstamp,MetaVault V2,slippage possible,not_swc,,,
Quantstamp,MetaVault V2,Epochs can overlap affecting getMultiplier,not_swc,,,
Quantstamp,MetaVault V2,Wrong address could be used instead of stable-coin,not_swc,,,
Quantstamp,MetaVault V2,Adding and removing strategies is error prone,not_swc,,,
Quantstamp,MetaVault V2,Gas Usage / for Loop Concerns,DoS With Block Gas Limit,Line Level,23,https://github.com/yaxis-project/metavault/blob/9b939f8bee13109d9d04fac3171ec4d14ed9722b/contracts/metavault/controllers/StrategyControllerV2.sol#L23
Quantstamp,MetaVault V2,Missing input validation,not_swc,,,
Quantstamp,MetaVault V2,Sensitive functions do not emit any events,not_swc,,,
Quantstamp,MetaVault V2,Block Timestamp Manipulation,Block values as a proxy for time,Line Level,213,https://github.com/yaxis-project/metavault/blob/9b939f8bee13109d9d04fac3171ec4d14ed9722b/contracts/metavault/yAxisMetaVaultHarvester.sol#L213
Quantstamp,MetaVault V2,Implicit assumptions,not_swc,,,
Quantstamp,MetaVault V2,Privileged Roles and Ownership,not_swc,,,
Quantstamp,MetaVault V2,Unchecked Return Value,Unchecked Call Return Value,Function Level,245-267,https://github.com/yaxis-project/metavault/blob/9b939f8bee13109d9d04fac3171ec4d14ed9722b/contracts/metavault/yAxisMetaVault.sol#L245-L267
Quantstamp,MetaVault V2,Unlocked Pragma,Floating Pragma,Line Level,2,https://github.com/yaxis-project/metavault/blob/9b939f8bee13109d9d04fac3171ec4d14ed9722b/contracts/interfaces/Aave.sol#L2
Quantstamp,MetaVault V2,Defense in depth to avoid reentrancy,not_swc,,,
Quantstamp,RariCapital V2,Inaccurate token prices,not_swc,,,
Quantstamp,RariCapital V2,Incorrect Rari Governance Token amount,not_swc,,,
Quantstamp,RariCapital V2,Uninitialized _ethUsdPriceFeed,Uninitialized Storage Pointer,Line Level,30,https://github.com/Rari-Capital/rari-stable-pool-contracts/blob/7f351ca3df72a0196f3640f30a6db73660ab1467/contracts/RariFundPriceConsumer.sol#L30
Quantstamp,RariCapital V2,Divergent mirrored states,not_swc,,,
Quantstamp,RariCapital V2,Gas Usage / for Loop Concerns,DoS With Block Gas Limit,Function Level,145-170,https://github.com/Rari-Capital/rari-stable-pool-contracts/blob/7f351ca3df72a0196f3640f30a6db73660ab1467/contracts/RariFundController.sol#L145-L170
Quantstamp,RariCapital V2,Unchecked Return Value,not_swc,,,
Quantstamp,RariCapital V2,Unfinished token upgrades,not_swc,,,
Quantstamp,RariCapital V2,Incorrect value for supported currencies,not_swc,,,
Quantstamp,RariCapital V2,Amount in pools may be incorrect,not_swc,,,
Quantstamp,RariCapital V2,Missing input argument validation,not_swc,,,
Quantstamp,RariCapital V2,Misaligned comments and implementation,not_swc,,,
Quantstamp,RariCapital V2,ETH/USD prices could be stale,not_swc,,,
Quantstamp,RariCapital V2,Off-by-one error,not_swc,,,
Quantstamp,RariCapital V2,Missing input argument validation (2),not_swc,,,
Quantstamp,RariCapital V2,Privileged Roles and Ownership,not_swc,,,
Quantstamp,RariCapital V2,Fallback function can receive funds from any address,not_swc,,,
Quantstamp,RariCapital V2,Dangerous cast from uint256 to int256,not_swc,,,
Quantstamp,RariCapital V2,Alance Double-Spend Exploit,not_swc,,,
Quantstamp,RariCapital V2,Unlocked Pragma,Floating Pragma,Line Level,2,https://github.com/Rari-Capital/rari-stable-pool-contracts/blob/7f351ca3df72a0196f3640f30a6db73660ab1467/contracts/lib/pools/CompoundPoolController.sol#L2
Quantstamp,RariCapital V2,Experimental features should not be used on Mainnet deployments,not_swc,,,
Quantstamp,RariCapital V2,Checks-Effects-Interactions Pattern,Reentrancy,Function Level,750-767,https://github.com/Rari-Capital/rari-stable-pool-contracts/blob/7f351ca3df72a0196f3640f30a6db73660ab1467/contracts/RariFundManager.sol#L750-L767
Quantstamp,RariCapital V2,Block Timestamp Manipulation,Block values as a proxy for time,Line Level,603,https://github.com/Rari-Capital/rari-stable-pool-contracts/blob/7f351ca3df72a0196f3640f30a6db73660ab1467/contracts/RariFundController.sol#L603
Quantstamp,RariCapital V2,Duration of RGT distribution may be different from 60 days,not_swc,,,
Quantstamp,RariCapital V2,Increased loss of precision due to dividing before multiplication,not_swc,,,
Quantstamp,RariCapital V2,Privileged Roles and Ownership (2),not_swc,,,
Quantstamp,RariCapital V2,Unexpected pool,not_swc,,,
Quantstamp,RariCapital V2,Single point of failure for price feeds,not_swc,,,
Quantstamp,RariCapital V2,Fallback function can receive funds from any address (2),not_swc,,,
Quantstamp,RariCapital V2,Potential funds stuck in contract,not_swc,,,
Quantstamp,RariCapital V2,Rounding error,not_swc,,,
Quantstamp,RariCapital V2,Rari Governance Tokens can still be claimed after distribution ends,not_swc,,,
Quantstamp,RariCapital V2,Upgrading Fund Controller can be done when fund is enabled,not_swc,,,
Quantstamp,RariCapital V2,Expired cache,not_swc,,,
Quantstamp,RariCapital V2,Faulty dev environment might not print some enum and struct layout errors,not_swc,,,
Quantstamp,RariCapital V2,Missing input validation,not_swc,,,
Quantstamp,RariCapital V2,Hardcoded dependency contracts,not_swc,,,
Quantstamp,RariCapital V2,Privileged Roles and Ownership,not_swc,,,
Quantstamp,RariCapital V2,Setter function missing event,not_swc,,,
Quantstamp,RariCapital V2,Unclear addPool omission in initialize,not_swc,,,
Quantstamp,RariCapital V2,No example of token distribution implementation is presented,not_swc,,,
Quantstamp,RariCapital V2,Controller unable to pause specific stablecoins,not_swc,,,
QuillAudits,Binamon Energy Smart Contract,Public function that could be declared external,Function Default Visibility,Line Level,105,https://bscscan.com/address/0xd8813B5Dfa9AbEB693F217Bb905ec99B66FB017C#code#L105
QuillAudits,Binamon Energy Smart Contract,Denial of Service in Transactions,DoS with Failed Call,Line Level,187,https://bscscan.com/address/0xd8813B5Dfa9AbEB693F217Bb905ec99B66FB017C#code#L187
QuillAudits,Binamon Energy Smart Contract,Approve Race,Transaction Order Dependence,Function Level,105-109,https://bscscan.com/address/0xd8813B5Dfa9AbEB693F217Bb905ec99B66FB017C#code
QuillAudits,Binamon Energy Smart Contract,Missing Address Validation,not_swc,,,
QuillAudits,Binamon Energy Smart Contract,Lack of MultiSig Transactions,not_swc,,,
QuillAudits,Binamon Energy Smart Contract,Usage of BlockimeStamp,Block values as a proxy for time,Line Level,193,https://bscscan.com/address/0xd8813B5Dfa9AbEB693F217Bb905ec99B66FB017C#code#L193
QuillAudits,Binamon Energy Smart Contract,Floating Pragma,Floating Pragma,Line Level,5,https://bscscan.com/address/0xd8813B5Dfa9AbEB693F217Bb905ec99B66FB021C#code
QuillAudits,Binamon Z1 Smart Contract,Public function that could be declared external,Function Default Visibility,Line Level,104,https://bscscan.com/address/0x80E15FE54e9D155f8366187A6a32BDEF9C2366c4#code#L104
QuillAudits,Binamon Z1 Smart Contract,Denial of Service in Transactions,DoS with Failed Call,Line Level,168,https://bscscan.com/address/0x80E15FE54e9D155f8366187A6a32BDEF9C2366c4#code#L168
QuillAudits,Binamon Z1 Smart Contract,Approve Race,Transaction Order Dependence,Function Level,104-108,https://bscscan.com/address/0x80E15FE54e9D155f8366187A6a32BDEF9C2366c4#code
QuillAudits,Binamon Z1 Smart Contract,Missing Address Validation,not_swc,,,https://bscscan.com/address/0x80E15FE54e9D155f8366187A6a32BDEF9C2366c4#code
QuillAudits,Binamon Z1 Smart Contract,Usage of BlockimeStamp,Block values as a proxy for time,Line Level,174,https://bscscan.com/address/0x80E15FE54e9D155f8366187A6a32BDEF9C2366c4#code#L174
QuillAudits,Binamon Z1 Smart Contract,Floating Pragma,Floating Pragma,Line Level,5,https://bscscan.com/address/0x80E15FE54e9D155f8366187A6a32BDEF9C2366c4#code
QuillAudits,Bond Appetit-Bond Appetit,Potential safeApprove blocking,not_swc,,,
QuillAudits,Bond Appetit-Bond Appetit,Wrongly calculated ETH amount to transfer,not_swc,,,
QuillAudits,Bond Appetit-Bond Appetit,Potential re-entrancy problem,Reentrancy,Line Level,227,https://github.com/bondappetit/bondappetit-protocol/blob/355180f0aca0b29d60d808f761052956b7a3a159/contracts/profit/ProfitSplitter.sol#L227
QuillAudits,Bond Appetit-Bond Appetit,Blocked LP tokens on contract,not_swc,,,
QuillAudits,Bond Appetit-Bond Appetit,Missed depositary check,not_swc,,,
QuillAudits,Bond Appetit-Bond Appetit,Invalid depositary add/remove logic,Code With No Effects,Line Level,49-70,https://github.com/bondappetit/bondappetit-protocol/blob/88680691fe8d872c5fc26e9500d19cf7caaa9861/contracts/depositary/AgregateDepositaryBalanceView.sol#L49-L70
QuillAudits,Bond Appetit-Bond Appetit,Wrongly used safeApprove,not_swc,,,
QuillAudits,Bond Appetit-Bond Appetit,Budget payment blocking,not_swc,,,
QuillAudits,Bond Appetit-Bond Appetit,Potential integer overflow,Integer Overflow and Underflow,Line Level,147,https://github.com/bondappetit/bondappetit-protocol/blob/355180f0aca0b29d60d808f761052956b7a3a159/contracts/Investment.sol#L147
QuillAudits,Bond Appetit-Bond Appetit,Potential div by zero error,not_swc,,,
QuillAudits,Bond Appetit-Bond Appetit,Vesting account duplication,not_swc,,,
QuillAudits,Bond Appetit-Bond Appetit,Unchecked vesting contract address,not_swc,,,
QuillAudits,Bond Appetit-Bond Appetit,Wrong reward calculation of balance < 100,not_swc,,,
QuillAudits,Bond Appetit-Bond Appetit,Missed zero share check,not_swc,,,
QuillAudits,Bond Appetit-Bond Appetit,Potential custodial asset collateral incorrect signatures,Lack of Proper Signature Verification,Line Level,88,https://github.com/bondappetit/bondappetit-protocol/blob/355180f0aca0b29d60d808f761052956b7a3a159/contracts/depositary/RealAssetDepositaryBalanceView.sol#L88
QuillAudits,Bond Appetit-Bond Appetit,Mixed msg.sender and _msgSender(),not_swc,,,
QuillAudits,Bond Appetit-Bond Appetit,Too flexible configuration,not_swc,,,
QuillAudits,Bond Appetit-Bond Appetit,Potentially wrong-sized access control list,not_swc,,,
QuillAudits,Bond Appetit-Bond Appetit,Probably missed input check,not_swc,,,
QuillAudits,Bond Appetit-Bond Appetit,Unneeded calculations,Code With No Effects,Line Level,187,https://github.com/bondappetit/bondappetit-protocol/blob/355180f0aca0b29d60d808f761052956b7a3a159/contracts/Market.sol#L187
QuillAudits,Bond Appetit-Bond Appetit,Total shares cache,not_swc,,,
QuillAudits,Bond Appetit-Bond Appetit,Potential collateralization imbalance,not_swc,,,
QuillAudits,Bond Appetit-Bond Appetit,Runtime-configured contract ownership,not_swc,,,
QuillAudits,DOXY - v1.3,Floating pragma,Floating Pragma,Contract Level,all,https://testnet.bscscan.com/address/0xbE0AeBfe70087389a98C72C575A6afa9D5D2dc9F#code
QuillAudits,DOXY - v1.3,Unoptimized variable declarations,State Variable Default Visibility,Line Level,282-284,https://testnet.bscscan.com/address/0xbE0AeBfe70087389a98C72C575A6afa9D5D2dc9F#code
QuillAudits,DOXY - v1.3,Struct and address declarations without usage,Code With No Effects,Line Level,"284, 312-315",https://testnet.bscscan.com/address/0xbE0AeBfe70087389a98C72C575A6afa9D5D2dc10F#code
QuillAudits,DOXY - v1.3,Unnecessary gas consumption due to improper variable declaration,Code With No Effects,Line Level,809-818,https://testnet.bscscan.com/address/0xbE0AeBfe70087389a98C72C575A6afa9D5D2dc11F#code
QuillAudits,DOXY - v1.3,Variable declarations without concrete visibility,State Variable Default Visibility,Line Level,270,https://testnet.bscscan.com/address/0xbE0AeBfe70087389a98C72C575A6afa9D5D2dc12F#code
QuillAudits,DOXY - v1.3,Loose timeLimit validation for sell transactions on pancakeSwap,Lack of Proper Signature Verification,Line Level,"497-502, 511-516",https://testnet.bscscan.com/address/0xbE0AeBfe70087389a98C72C575A6afa9D5D2dc13F#code
QuillAudits,DOXY - v1.3,Ineffiecient function declaration,Function Default Visibility,Line Level,"373-381, 393-411, 413-430, 432-443, 445-460, 679-695, 754-756, 758-764, 824-826, 828-830, 832-834, 836-838, 881-883, 972-974, 976-978, 980-982, 984-986, 988-990, 998-1000, 1002-1004, 1010-1012, 1014-1016, 1077-1079",https://testnet.bscscan.com/address/0xbE0AeBfe70087389a98C72C575A6afa9D5D2dc14F#code
QuillAudits,DOXY - v1.3,Mistyped argument names in functions,Typographical Error,Line Level,"918, 928, 938, 948, 958, 968",https://testnet.bscscan.com/address/0xbE0AeBfe70087389a98C72C575A6afa9D5D2dc15F#code
QuillAudits,DOXY - v1.3,Too many digits,Typographical Error,Line Level,"339, 488, 500, 514, 658, 661, 780, 781, 782, 783, 784, 785, 821, 261, 262",https://testnet.bscscan.com/address/0xbE0AeBfe70087389a98C72C575A6afa9D5D2dc16F#code
QuillAudits,GearBox Protocol-GearBox Protocol,Incorrect calculation of borrowed amount,not_swc,,,
QuillAudits,GearBox Protocol-GearBox Protocol,Possible remove of necessary adapter,not_swc,,,
QuillAudits,GearBox Protocol-GearBox Protocol,Incorrect change of state,not_swc,,,
QuillAudits,GearBox Protocol-GearBox Protocol,creditManager isn't checked,not_swc,,,
QuillAudits,GearBox Protocol-GearBox Protocol,Uncounted fees in USDT,not_swc,,,
QuillAudits,GearBox Protocol-GearBox Protocol,Possible loss of assets by mistake,not_swc,,,
QuillAudits,GearBox Protocol-GearBox Protocol,Broken account must be deleted,not_swc,,,
QuillAudits,GearBox Protocol-GearBox Protocol,Possible transfer of bad account,not_swc,,,
QuillAudits,GearBox Protocol-GearBox Protocol,Unnecessary allowance,Code With No Effects,Line Level,130,https://github.com/Gearbox-protocol/gearbox-contracts/blob/0ac33ba87212ce056ac6b6357ad74161d417158a/contracts/adapters/YearnV2.sol#L130
QuillAudits,GearBox Protocol-GearBox Protocol,Incorrect usage of function returned value,Unchecked Call Return Value,Function Level,121-157,https://github.com/Gearbox-protocol/gearbox-contracts/blob/0ac33ba87212ce056ac6b6357ad74161d417158a/contracts/adapters/YearnV2.sol#L121-L157
QuillAudits,GearBox Protocol-GearBox Protocol,Incorrect taking out of tail account,not_swc,,,
QuillAudits,GearBox Protocol-GearBox Protocol,Incorrect minting,not_swc,,,
QuillAudits,GearBox Protocol-GearBox Protocol,Impossible liquidity removing,not_swc,,,
QuillAudits,GearBox Protocol-GearBox Protocol,Calculation can be incorrect,not_swc,,,
QuillAudits,GearBox Protocol-GearBox Protocol,Impossible liquidation of broken account,not_swc,,,
QuillAudits,GearBox Protocol-GearBox Protocol,Using tokens with whitelist function,not_swc,,,
QuillAudits,GearBox Protocol-GearBox Protocol,Looping a linked list,not_swc,,,
QuillAudits,GearBox Protocol-GearBox Protocol,No checking of element properties when returning it to the list,not_swc,,,
QuillAudits,GearBox Protocol-GearBox Protocol,priceFeeds can't be changed,not_swc,,,
QuillAudits,GearBox Protocol-GearBox Protocol,Work with incorrect decimals,not_swc,,,
QuillAudits,GearBox Protocol-GearBox Protocol,Unnecessary inheritance from Proxy,Code With No Effects,Line Level,17,https://github.com/Gearbox-protocol/gearbox-contracts/blob/0ac33ba87212ce056ac6b6357ad74161d417158a/contracts/integrations/yearn/YearnPriceFeed.sol#L17
QuillAudits,GearBox Protocol-GearBox Protocol,Incorrect input parameters,not_swc,,,
QuillAudits,GearBox Protocol-GearBox Protocol,Too many rights for configurator,not_swc,,,
QuillAudits,GearBox Protocol-GearBox Protocol,Length of input arrays not checked,not_swc,,,
QuillAudits,GearBox Protocol-GearBox Protocol,path length not checked,not_swc,,,
QuillAudits,GearBox Protocol-GearBox Protocol,wethGateway can't be changed,not_swc,,,
QuillAudits,GearBox Protocol-GearBox Protocol,Account can be opened for zero address,not_swc,,,
QuillAudits,GearBox Protocol-GearBox Protocol,Malicious user can pay less to pool,not_swc,,,
QuillAudits,GearBox Protocol-GearBox Protocol,Transfer to zero address,not_swc,,,
QuillAudits,GearBox Protocol-GearBox Protocol,Possible transfer of 0 funds,not_swc,,,
QuillAudits,GearBox Protocol-GearBox Protocol,Usage of ERC777 token can block liquidation,not_swc,,,
QuillAudits,GearBox Protocol-GearBox Protocol,Incorrect require,not_swc,,,
QuillAudits,GearBox Protocol-GearBox Protocol,Possible incorrect setting value for maxLeverageFactor,not_swc,,,
QuillAudits,GearBox Protocol-GearBox Protocol,User can approve any token,not_swc,,,
QuillAudits,GearBox Protocol-GearBox Protocol,Incorrect length of input data,not_swc,,,
QuillAudits,GearBox Protocol-GearBox Protocol,amount must be > 1,not_swc,,,
QuillAudits,GearBox Protocol-GearBox Protocol,paths[i] length not checked,Write to Arbitrary Storage Location,Line Level,828,https://github.com/Gearbox-protocol/gearbox-contracts/blob/0ac33ba87212ce056ac6b6357ad74161d417158a/contracts/credit/CreditManager.sol#L828
QuillAudits,GearBox Protocol-GearBox Protocol,Index not checked,not_swc,,,
QuillAudits,GearBox Protocol-GearBox Protocol,Possible reentrancy,Reentrancy,Function Level,56；55、112；49、102、152、196；75、126；107、128、159、181；242,https://github.com/Gearbox-protocol/gearbox-contracts/blob/0ac33ba87212ce056ac6b6357ad74161d417158a/contracts/adapters/CurveV1.sol#L56；https://github.com/Gearbox-protocol/gearbox-contracts/blob/0ac33ba87212ce056ac6b6357ad74161d417158a/contracts/adapters/UniswapV2.sol#L55；https://github.com/Gearbox-protocol/gearbox-contracts/blob/0ac33ba87212ce056ac6b6357ad74161d417158a/contracts/adapters/UniswapV2.sol#L112；https://github.com/Gearbox-protocol/gearbox-contracts/blob/0ac33ba87212ce056ac6b6357ad74161d417158a/contracts/adapters/UniswapV3.sol#L49；https://github.com/Gearbox-protocol/gearbox-contracts/blob/0ac33ba87212ce056ac6b6357ad74161d417158a/contracts/adapters/UniswapV3.sol#L102；https://github.com/Gearbox-protocol/gearbox-contracts/blob/0ac33ba87212ce056ac6b6357ad74161d417158a/contracts/adapters/UniswapV3.sol#L152；https://github.com/Gearbox-protocol/gearbox-contracts/blob/0ac33ba87212ce056ac6b6357ad74161d417158a/contracts/adapters/UniswapV3.sol#L196；https://github.com/Gearbox-protocol/gearbox-contracts/blob/0ac33ba87212ce056ac6b6357ad74161d417158a/contracts/adapters/YearnV2.sol#L75；https://github.com/Gearbox-protocol/gearbox-contracts/blob/0ac33ba87212ce056ac6b6357ad74161d417158a/contracts/adapters/YearnV2.sol#L126；https://github.com/Gearbox-protocol/gearbox-contracts/blob/0ac33ba87212ce056ac6b6357ad74161d417158a/contracts/core/WETHGateway.sol#L107；https://github.com/Gearbox-protocol/gearbox-contracts/blob/0ac33ba87212ce056ac6b6357ad74161d417158a/contracts/core/WETHGateway.sol#L128；https://github.com/Gearbox-protocol/gearbox-contracts/blob/0ac33ba87212ce056ac6b6357ad74161d417158a/contracts/core/WETHGateway.sol#L159；https://github.com/Gearbox-protocol/gearbox-contracts/blob/0ac33ba87212ce056ac6b6357ad74161d417158a/contracts/core/WETHGateway.sol#L181；https://github.com/Gearbox-protocol/gearbox-contracts/blob/0ac33ba87212ce056ac6b6357ad74161d417158a/contracts/pool/PoolService.sol#L242
QuillAudits,GearBox Protocol-GearBox Protocol,Incorrect parameter passed,not_swc,,,
QuillAudits,GearBox Protocol-GearBox Protocol,Function doesn't exist,Code With No Effects,Line Level,100、116,https://github.com/Gearbox-protocol/gearbox-contracts/blob/0ac33ba87212ce056ac6b6357ad74161d417158a/contracts/adapters/CurveV1.sol#L100；https://github.com/Gearbox-protocol/gearbox-contracts/blob/0ac33ba87212ce056ac6b6357ad74161d417158a/contracts/adapters/CurveV1.sol#L116
QuillAudits,GearBox Protocol-GearBox Protocol,Incorrect function name,not_swc,,,
